IssueKey,Summary
OP-11336,"Identify which methods from pt#3.c are executed  for both cases : pt#1 and pt#2 and number of db queries for each of the method."
OP-11337,"Query optimization when any long running canary analysis request is cancelled"
OP-11329,"Identify and optimize list of autopilot APIs for triggering analysis from Spinnaker"
OP-11330,"Identify and optimize list of autopilot APIs for approve/reject workflow from Spinnaker"
OP-11331,"Identify and optimize list of autopilot APIs for monitoring analysis progress from Spinnaker"
OP-11332,"Identify and optimize list of autopilot APIs from gate service "
OP-11333,"Identify list of non-UI services triggering autopilot APIs"
OP-11232,"Test all the use cases and make sure there are breaks in the functionality"
OP-11236,"Optimise /applications/{id}/failures_count Api for dashboard"
OP-11266,"Optimize /autopilot/canaries/verification/getVerificationHistory API for dashboard"
OP-11286,"Search for implementing JPA projections"
OP-11125,"Policy feature Analysis with existing API's which are all using for RBAC"
OP-11126,"3.11 RBAC Core API"S  Design for implementation"
OP-11211,"UI changes for policy as a feature"
OP-11227,"OES API's  implementation for Policy as feature"
OP-11320,"Refactor KubernetesLogPulling according to Framework"
OP-11321,"Refactor GreylogProvider according to Framework"
OP-11322,"Refactor DatadogLogprovider according to framework"
OP-11323,"Refactor CloudwatchLogprovider according to framework"
OP-11324,"Refactor StackdriverLogprovider according to framework"
OP-11325,"Refactor SumologicLogProvider according to framework"
OP-11326,"Setup for Splunk,Greylog,Cloudwatch,Datadog,Sumologic need to be done"
OP-11327,"Deskcheck"
OP-11177,"Bring up an instance with OES v3.9.1.2 release code - both OES + Spinnaker should be installed"
OP-11178,"Change the authentication type from LDAP to SAML"
OP-11248,"API - Enable the route for error page"
OP-11204,"helptText - service file update - Agent, Spinnaker setup, Cloud Provider"
OP-11205,"Code Review - Agent, Spinnaker setup and Cloud Provider"
OP-11174,"Implement POST/PUT API of user roles API"
OP-11188,"Implement user permission roles Get API"
OP-11231,"Default API - User roles page"
OP-11261,"Bootstrap default permission and features to platform table"
OP-11262,"Implementing junit test case for platform service"
OP-11263,"Implement Junit Test  case for API in  UserRoleController"
OP-11121,"Analyse existing RBAC flow"
OP-11314,"Code review"
OP-11114,"Create a separate repository for data-science"
OP-11132,"Create a shell script to check the logs for access keys in plain text format"
OP-11133,"3.9--Not able to login , getting issue in summary api in dashboard service"
OP-11170,"23Dec2021--AonA Issues"
OP-11171," INFO **************** DS and SPELL PROCESS AND SAVING IN DB TIME: 35.919 java.lang. NullPointerException at com.opsmx.analytics.logservices.LogProvidersTrigger.run(LogProvide"
OP-11196,"Create Postgresql Database and Using CRUD Operation"
OP-11197,"Learning of Spring boot with postgres initial setup"
OP-11237,"Create Postgresql Database and Using CRUD Operation"
OP-11258,"Create Spring Boot Application Connect with Postgresql and working on API"
OP-11198,"API Technical Documentation"
OP-11202,"List the exposed API endpoints."
OP-11201,"Audit - Click on connector (view data ) - gate api is throwing 400  error  "
OP-11203,"Audit - Pipeline execution - need to handle Connector Data button when no connectors are present"
OP-11208,"Analysing existing metric correlations and creating a new proposal"
OP-11210,"Allow users to approve or reject the deployment from Slack"
OP-11212,"Understand how slack notifications are configured currently in Spinnaker"
OP-11213,"Pipeline  triggering to oes-master ns is randomly causing failures"
OP-11219,"validataion  mesage not displaying for checking password for elasticsearch,splunk,promethues."
OP-11225,"validation message  for user name  is not displayed for  Bamboo CI ,elastic search,prometheus,splunk"
OP-11229,"No error message is displayed, if "Depends on" dropdown box is empty "
OP-11247,"Validation message is not displayed when user enters space in ‘Name' input box present in Setup → Application → Service → Connector → Template ->on click of Edit icon from Template to open the pop up"
OP-11249,"Stage level validation for creation of stages by calling OPA policy"
OP-11250,"Stage level validation to update specific stages"
OP-11251,"Release for 3.10.1"
OP-11252,"Release 3.10.1 "
OP-11253,"Create RC builds for 3.10.1"
OP-11254,"Perform end to end testing"
OP-11255,"Run regression suite on 3.10.1 Rc builds"
OP-11256,"End to end testing of cloud providers"
OP-11257,"Prepare release notes with all the required information"
OP-11259,"Prepare DB Migration script"
OP-11279,"Enable auto sync feature on oes-release namespace"
OP-11291,"Research and build rules based on data from development tools and use them to arrive at the risk/quality of a release or any code changes."
OP-11293,"Ensure and validate sonarqube process works as intended."
OP-11294,"Create rules based on sonarqube data with relevant threshold values"
OP-11295,"Validate aona and nightly process"
OP-11297,"Create rules based on aona and nightly process values"
OP-11298,"Generate new metrics from github pull requests"
OP-11299,"Create rules based on github metrics with relevant threshold values"
OP-11303,"28Dec2021--AonA Issues"
OP-11304,"ERROR error response : {"timestamp":"2021-12-28T10:49:01.445+0000","status":401," error":"Unauthorized","message":"Unauthorized access!","path":"/platformservice/v3/application"
OP-11305,"ERROR Excepion occured : {} feign.codec.EncodeException: Error converting request body at org.springframework.cloud.openfeign.support.SpringEncoder.encode(SpringEncoder.java"
OP-11307,"ERROR Unexpected error occurred in scheduled task java.lang.RuntimeException: unable to fetch the application details from platform service19 at com.opsmx.oes.apponboarding"
OP-11309,"ERROR Exception while processing to fetch Active count for Application Id :[3] from Feign Client for Platform Service:{} feign.FeignException$Unauthorized: [401] during [GET]"
OP-11311,"ERROR Approval Gate is not Configured for Approval Gate Instance Id :0"
OP-11315,"Implement custom error codes with refactored error messages "
OP-11316,"Prepare the custom error code document"
OP-11328,"performance Testing: pipeline creation is failed in oes-release instance with permissions enabled"
OP-3206,"We should have [+] at the end of last row to add custom topics for Log & Metric templates"
OP-3220,"OpsMx logo is not hyperlinked"
OP-10115,"Help Text has to be added for the Group Permissions"
OP-10123,"Review - Functional Test Cases Preparation"
OP-5389,"Java - Need to handle applicationHealthStatus: "HEALTHY"  in api"
OP-6097,"reclassification comment coming in UI even though there is no reclassification history or entry in template"
OP-6217,"Autopilot service -  Risk Analysis API is failing to give count"
OP-6232,"Autopilot service - Verification gate canary Id bug"
OP-6341,"OES Release 3.8"
OP-6396,"oes-alone application features-unwanted fields "
OP-6481,"Integrating "newrelic" metrics with AonA pipeline"
OP-6487,"The secrets of Integrator, Cloud providers and Spinnaker should not be returned to UI "
OP-6521,"java-application dashboard-sorting order of application with ascending,descending order is only at page level"
OP-6523,"App Sync button should be enabled only after Spinnaker setup completed"
OP-6526,"Update perl version inAutoplot, visibility,platform, dashboard services"
OP-6534,"Java - App & Service view - If application has only policy/verification gate - show only policy/verification gate details"
OP-10781,"UI Development"
OP-6542,"UI - Visibility&Approval - Click on autopilot(data) not redirecting to the correct canaryId"
OP-6545,"Java-Convert sync calls to async calls"
OP-6559,"Migration: 2.9 to 3.7 migration script for Autopilot"
OP-6591,"Add a null/empty string check to topic strings in template "
OP-6614,"Java - Update Application fails with validationfor 3.7.1 release"
OP-6616,"Java - Application name should not be updated while updating from test case"
OP-6620,"Seeing the following UI validation issues under: Setup > Integrations"
OP-6636,"OES Release 3.9 "
OP-6700,"Fetch by pipeline UUID is returning multiple rows."
OP-6773,"Create smoke & regression grouping tags for each test case in automation suite"
OP-6777,"k8s-provier CAP V2 - causes sapor to fail"
OP-6802,"UI - Metric analysis - Issue with scroll - unable to scroll left or right until user comes to the end of the page "
OP-6815,"Setup - Integrations - data source credentials are shown in hidden format, where as user can see plain text in net work call "
OP-6835,"3.8 - NON-GITOPS update/submit spinnaker not enabled"
OP-6854,"Number of lines displayed in a pattern does not match contextual window size"
OP-6855,"Need for a separator line in downloaded patterns from contextual tab for identification "
OP-6856,"Epic to track all the OES Release 3.10 stories and bugs"
OP-6909,"JAVA- Autopilot changes for RBAC implementation"
OP-6933,"Policy gates do not work properly"
OP-6999,"UI-In spinnaker set up page "Source Path" should be renamed as "Relative Path""
OP-7013,"Java-Source control for accounts--GCP is not saving correctly in Bitbucket & S3 with relative path"
OP-7110,"Approval Summary box api changes"
OP-7165,"UI-"connect to spinnaker "option is missing for sonarqube integrator"
OP-7166,"Java- Sonarqube integration with Spinnaker"
OP-7203,"unable to setup a OES installation with x509 authentication"
OP-7212,"Setup page > Cloud Providers > Accept button is in disabled mode by default"
OP-7228,"Not able display the policy gate reason as it showing no reason provided"
OP-7236,"3.8: Enable Prometheus Metrics"
OP-7238,"OES Release 3.9.1 activities"
OP-7251,"SAML groups are not working as OES is converting it to lowercase"
OP-7266,"OES home page is throwing some Java script error when opened."
OP-7270,"Spinnaker Custom gate plugin - Orca should be flexible for new plugins "
OP-7274,"UI - Not able to save Bamboo integrator full details"
OP-7287,"Registry and Tag fields should be added in Prisma Cloud Connector"
OP-7291,"Rbac-validations are not implemented from back end for read only access to user groups"
OP-7312,"Audit service for Intelligent Software Delivery (ISD a.k.a OES)"
OP-7313,"Analyse on which No SQL databases to prefer among Postgres and MongoDB"
OP-7352,"UI - If the service has multiple environments - alignment is not proper"
OP-7361,"POC: Indexing JSONB data in Postgres "
OP-7374,"POC: Send events to ELK"
OP-7382,"Unable to delete Cloud Provider Accounts"
OP-7401,"Spinnaker - while creating the pipelin user can see Access denied Exception"
OP-7432,"Deployment page - Gate name appears "prod-verify" in all rows in Verification tab "
OP-7453,"New UI URL for audit trail page"
OP-7457,"3.8 onwards: SAPOR gives misleading error log"
OP-7540,"gitpr/AonA-Could not open JPA EntityManager for transaction; nested exception is org.hibernate.exception.JDBCConnectionException: Unable to acquire JDBC Connection"
OP-7567,"Java - Platform Service - Change the response format for the Insight endpoints"
OP-7595,"Java - Is it possible to change the automate approval message with custom message"
OP-7620,"OES Spinnaker setup  page -Update button should enable only user makes any changes ."
OP-7626,"AonA > Canary analysis > Getting the NULL values for version1 and version2 names in Logs & metrics api calls response"
OP-7630,"3.9: Spinnaker config-page requires base64"
